,cases,municipality,state
237,65,LK Steinfurt,Nordrhein-Westfalen
238,12,LK Unna,Nordrhein-Westfalen
239,21,LK Viersen,Nordrhein-Westfalen
240,20,LK Warendorf,Nordrhein-Westfalen
241,29,LK Wesel,Nordrhein-Westfalen
242,43,SK Bielefeld,Nordrhein-Westfalen
243,83,SK Bochum,Nordrhein-Westfalen
244,66,SK Bonn,Nordrhein-Westfalen
245,33,SK Bottrop,Nordrhein-Westfalen
246,79,SK Dortmund,Nordrhein-Westfalen
247,78,SK Duisburg,Nordrhein-Westfalen
248,34,SK Düsseldorf,Nordrhein-Westfalen
249,100,SK Essen,Nordrhein-Westfalen
250,29,SK Hagen,Nordrhein-Westfalen
251,62,SK Hamm,Nordrhein-Westfalen
252,332,SK Köln,Nordrhein-Westfalen
253,39,SK Krefeld,Nordrhein-Westfalen
254,23,SK Leverkusen,Nordrhein-Westfalen
255,53,SK Mönchengladbach,Nordrhein-Westfalen
256,36,SK Münster,Nordrhein-Westfalen
257,9,SK Oberhausen,Nordrhein-Westfalen
258,34,SK Remscheid,Nordrhein-Westfalen
259,17,SK Solingen,Nordrhein-Westfalen
260,93,SK Wuppertal,Nordrhein-Westfalen
261,46,StadtRegion Aachen,Nordrhein-Westfalen
262,29,LK Ahrweiler,Rheinland-Pfalz
263,28,LK Altenkirchen,Rheinland-Pfalz
264,11,LK Alzey-Worms,Rheinland-Pfalz
265,23,LK Bad Dürkheim,Rheinland-Pfalz
266,16,LK Bad Kreuznach,Rheinland-Pfalz
267,7,LK Bernkastel-Wittlich,Rheinland-Pfalz
268,38,LK Birkenfeld,Rheinland-Pfalz
269,7,LK Bitburg-Prüm,Rheinland-Pfalz
270,7,LK Cochem-Zell,Rheinland-Pfalz
271,27,LK Donnersbergkreis,Rheinland-Pfalz
272,21,LK Germersheim,Rheinland-Pfalz
273,7,LK Kaiserslautern,Rheinland-Pfalz
274,9,LK Kusel,Rheinland-Pfalz
275,9,LK Mainz-Bingen,Rheinland-Pfalz
276,5,LK Neuwied,Rheinland-Pfalz
277,23,LK Rhein-Hunsrück-Kreis,Rheinland-Pfalz
278,15,LK Rhein-Lahn-Kreis,Rheinland-Pfalz
279,19,LK Rhein-Pfalz-Kreis,Rheinland-Pfalz
280,25,LK Südliche Weinstraße,Rheinland-Pfalz
281,18,LK Südwestpfalz,Rheinland-Pfalz
282,15,LK Trier-Saarburg,Rheinland-Pfalz
283,2,LK Vulkaneifel,Rheinland-Pfalz
284,69,LK Westerwaldkreis,Rheinland-Pfalz
285,4,SK Frankenthal,Rheinland-Pfalz
286,18,SK Kaiserslautern,Rheinland-Pfalz
287,10,SK Landau i.d.Pfalz,Rheinland-Pfalz
288,16,SK Ludwigshafen,Rheinland-Pfalz
289,16,SK Mainz,Rheinland-Pfalz
290,4,SK Neustadt a.d.Weinstraße,Rheinland-Pfalz
291,6,SK Pirmasens,Rheinland-Pfalz
292,4,SK Speyer,Rheinland-Pfalz
293,9,SK Trier,Rheinland-Pfalz
294,13,SK Worms,Rheinland-Pfalz
295,13,SK Zweibrücken,Rheinland-Pfalz
296,5,LK Merzig-Wadern,Saarland
297,7,LK Neunkirchen,Saarland
298,6,LK Saarlouis,Saarland
299,4,LK Saarpfalz-Kreis,Saarland
300,1,LK Sankt Wendel,Saarland
301,18,LK Stadtverband Saarbrücken,Saarland
302,127,LK Bautzen,Sachsen
303,143,LK Erzgebirgskreis,Sachsen
304,22,LK Görlitz,Sachsen
305,37,LK Leipzig,Sachsen
306,179,LK Mittelsachsen,Sachsen
307,5,LK Nordsachsen,Sachsen
308,81,LK Sächsische Schweiz-Osterzgebirge,Sachsen
309,10,LK Vogtlandkreis,Sachsen
310,84,LK Zwickau,Sachsen
311,86,SK Chemnitz,Sachsen
312,33,SK Dresden,Sachsen
313,60,SK Leipzig,Sachsen
314,3,LK Altmarkkreis Salzwedel,Sachsen-Anhalt
315,26,LK Anhalt-Bitterfeld,Sachsen-Anhalt
316,23,LK Börde,Sachsen-Anhalt
317,49,LK Burgenlandkreis,Sachsen-Anhalt
318,49,LK Harz,Sachsen-Anhalt
319,6,LK Jerichower Land,Sachsen-Anhalt
320,44,LK Saalekreis,Sachsen-Anhalt
321,14,LK Stendal,Sachsen-Anhalt
322,12,LK Wittenberg,Sachsen-Anhalt
323,31,SK Halle,Sachsen-Anhalt
324,6,SK Magdeburg,Sachsen-Anhalt
325,4,LK Dithmarschen,Schleswig-Holstein
326,1,LK Nordfriesland,Schleswig-Holstein
327,1,LK Ostholstein,Schleswig-Holstein
328,20,LK Pinneberg,Schleswig-Holstein
329,1,LK Plön,Schleswig-Holstein
330,5,LK Rendsburg-Eckernförde,Schleswig-Holstein
331,14,LK Segeberg,Schleswig-Holstein
332,7,LK Steinburg,Schleswig-Holstein
333,5,LK Stormarn,Schleswig-Holstein
334,15,SK Kiel,Schleswig-Holstein
335,17,SK Lübeck,Schleswig-Holstein
336,8,SK Neumünster,Schleswig-Holstein
337,11,LK Altenburger Land,Thüringen
338,3,LK Eichsfeld,Thüringen
339,49,LK Gotha,Thüringen
340,27,LK Greiz,Thüringen
341,24,LK Ilm-Kreis,Thüringen
342,6,LK Kyffhäuserkreis,Thüringen
343,8,LK Nordhausen,Thüringen
344,17,LK Saale-Holzland-Kreis,Thüringen
345,93,LK Saale-Orla-Kreis,Thüringen
346,4,LK Saalfeld-Rudolstadt,Thüringen
347,5,LK Schmalkalden-Meiningen,Thüringen
348,9,LK Sömmerda,Thüringen
349,25,LK Sonneberg,Thüringen
350,40,LK Wartburgkreis,Thüringen
351,8,LK Weimarer Land,Thüringen
352,13,SK Eisenach,Thüringen
353,-1,SK Gera,Thüringen
354,19,SK Jena,Thüringen
355,2,SK Suhl,Thüringen
356,1,SK Weimar,Thüringen
